101	col=05	row=03	pixel=(40,24)-(47,31)
102	col=06	row=03	pixel=(48,24)-(55,31)
103	col=07	row=03	pixel=(56,24)-(63,31)
104	col=08	row=03	pixel=(64,24)-(71,31)
105	col=09	row=03	pixel=(72,24)-(79,31)
106	col=10	row=03	pixel=(80,24)-(87,31)
107	col=11	row=03	pixel=(88,24)-(95,31)
108	col=12	row=03	pixel=(96,24)-(103,31)
109	col=13	row=03	pixel=(104,24)-(111,31)
110	col=14	row=03	pixel=(112,24)-(119,31)
111	col=15	row=03	pixel=(120,24)-(127,31)
112	col=16	row=03	pixel=(128,24)-(135,31)
113	col=17	row=03	pixel=(136,24)-(143,31)
114	col=18	row=03	pixel=(144,24)-(151,31)
115	col=19	row=03	pixel=(152,24)-(159,31)
116	col=20	row=03	pixel=(160,24)-(167,31)
117	col=21	row=03	pixel=(168,24)-(175,31)
118	col=22	row=03	pixel=(176,24)-(183,31)
119	col=23	row=03	pixel=(184,24)-(191,31)
120	col=24	row=03	pixel=(192,24)-(199,31)
121	col=25	row=03	pixel=(200,24)-(207,31)
122	col=26	row=03	pixel=(208,24)-(215,31)
123	col=27	row=03	pixel=(216,24)-(223,31)
124	col=28	row=03	pixel=(224,24)-(231,31)
125	col=29	row=03	pixel=(232,24)-(239,31)
126	col=30	row=03	pixel=(240,24)-(247,31)
127	col=31	row=03	pixel=(248,24)-(255,31)
128	col=00	row=04	pixel=(0,32)-(7,39)
129	col=01	row=04	pixel=(8,32)-(15,39)
130	col=02	row=04	pixel=(16,32)-(23,39)
131	col=03	row=04	pixel=(24,32)-(31,39)
132	col=04	row=04	pixel=(32,32)-(39,39)
133	col=05	row=04	pixel=(40,32)-(47,39)
134	col=06	row=04	pixel=(48,32)-(55,39)
135	col=07	row=04	pixel=(56,32)-(63,39)
136	col=08	row=04	pixel=(64,32)-(71,39)
137	col=09	row=04	pixel=(72,32)-(79,39)
138	col=10	row=04	pixel=(80,32)-(87,39)
139	col=11	row=04	pixel=(88,32)-(95,39)
140	col=12	row=04	pixel=(96,32)-(103,39)
141	col=13	row=04	pixel=(104,32)-(111,39)
142	col=14	row=04	pixel=(112,32)-(119,39)
143	col=15	row=04	pixel=(120,32)-(127,39)
144	col=16	row=04	pixel=(128,32)-(135,39)
145	col=17	row=04	pixel=(136,32)-(143,39)
146	col=18	row=04	pixel=(144,32)-(151,39)
147	col=19	row=04	pixel=(152,32)-(159,39)
148	col=20	row=04	pixel=(160,32)-(167,39)
149	col=21	row=04	pixel=(168,32)-(175,39)
150	col=22	row=04	pixel=(176,32)-(183,39)
151	col=23	row=04	pixel=(184,32)-(191,39)
152	col=24	row=04	pixel=(192,32)-(199,39)
153	col=25	row=04	pixel=(200,32)-(207,39)
154	col=26	row=04	pixel=(208,32)-(215,39)
155	col=27	row=04	pixel=(216,32)-(223,39)
156	col=28	row=04	pixel=(224,32)-(231,39)
157	col=29	row=04	pixel=(232,32)-(239,39)
158	col=30	row=04	pixel=(240,32)-(247,39)
159	col=31	row=04	pixel=(248,32)-(255,39)
160	col=00	row=05	pixel=(0,40)-(7,47)
161	col=01	row=05	pixel=(8,40)-(15,47)
162	col=02	row=05	pixel=(16,40)-(23,47)
163	col=03	row=05	pixel=(24,40)-(31,47)
164	col=04	row=05	pixel=(32,40)-(39,47)
165	col=05	row=05	pixel=(40,40)-(47,47)
166	col=06	row=05	pixel=(48,40)-(55,47)
167	col=07	row=05	pixel=(56,40)-(63,47)
168	col=08	row=05	pixel=(64,40)-(71,47)
169	col=09	row=05	pixel=(72,40)-(79,47)
170	col=10	row=05	pixel=(80,40)-(87,47)
171	col=11	row=05	pixel=(88,40)-(95,47)
172	col=12	row=05	pixel=(96,40)-(103,47)
173	col=13	row=05	pixel=(104,40)-(111,47)
174	col=14	row=05	pixel=(112,40)-(119,47)
175	col=15	row=05	pixel=(120,40)-(127,47)
176	col=16	row=05	pixel=(128,40)-(135,47)
177	col=17	row=05	pixel=(136,40)-(143,47)
178	col=18	row=05	pixel=(144,40)-(151,47)
179	col=19	row=05	pixel=(152,40)-(159,47)
180	col=20	row=05	pixel=(160,40)-(167,47)
181	col=21	row=05	pixel=(168,40)-(175,47)
182	col=22	row=05	pixel=(176,40)-(183,47)
183	col=23	row=05	pixel=(184,40)-(191,47)
184	col=24	row=05	pixel=(192,40)-(199,47)
185	col=25	row=05	pixel=(200,40)-(207,47)
186	col=26	row=05	pixel=(208,40)-(215,47)
187	col=27	row=05	pixel=(216,40)-(223,47)
188	col=28	row=05	pixel=(224,40)-(231,47)
189	col=29	row=05	pixel=(232,40)-(239,47)
190	col=30	row=05	pixel=(240,40)-(247,47)
191	col=31	row=05	pixel=(248,40)-(255,47)
